"SP_BookingNumber","SP_Destination","SP_PaidCurrency","SP_Paid","SP_TourDate"
"S0066827","SLL","USD","126,54","2021-12-16"
"S0066826","SLL","USD","84,38","2021-12-16"
"S0066825","SLL","USD","84,38","2021-12-16"
"S0066824","SLL","USD","331,42","2021-12-12"
"S0066823","SLL","USD","331,42","2021-12-12"
"S0066822","SLL","USD","964,07","2021-12-14"
"S0066821","RMF","PLN","241","2021-12-13"
"S0066819","ATH","EUR","579,49","2021-12-17"
"S0066815","ZNZ","PLN","403,52","2022-01-04"
"S0066815","ZNZ","PLN","564,84","2022-01-07"
"S0066814","PUJ","PLN","665,28","2021-12-14"
"S0066813","PUJ","PLN","665,24","2021-12-14"
"S0066811","SID","PLN","612,55","2021-12-15"
"S0066811","SID","PLN","437,53","2021-12-13"
"S0066811","SID","PLN","525,04","2021-12-16"
"S0066811","SID","PLN","262,52","2021-12-14"
"S0066811","SID","PLN","196,89","2021-12-11"
"S0066808","FNC","PLN","490,04","2021-12-16"
"S0066808","FNC","PLN","466,7","2021-12-15"
"S0066805","ZNZ","PLN","484,21","2021-12-10"
"S0066803","HRG","PLN","581,02","2021-12-26"
"S0066801","LPA","PLN","289,26","2021-12-30"
"S0066800","ZNZ","PLN","451,89","2021-12-21"
"S0066800","ZNZ","PLN","516,47","2021-12-23"
"S0066799","SID","EUR","774,44","2021-12-09"
"S0066798","SID","EUR","437,53","2021-12-09"
"S0066797","SLL","USD","84,38","2021-12-09"
"S0066796","SLL","USD","84,38","2021-12-09"
"S0066795","HRG","PLN","290,51","2021-12-14"
"S0066794","RMF","EUR","4097,34","2021-12-13"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066793","RMF","EUR","120,52","2021-12-15"
"S0066792","SID","PLN","170,16","2021-12-14"
"S0066792","SID","PLN","262,52","2021-12-15"
"S0066420","EVN","PLN","412,26","2021-11-28"
"S0066791","SLL","USD","42,16","2021-12-09"
"S0066790","SLL","USD","42,16","2021-12-09"
"S0066783","LPA","PLN","289,26","2021-12-30"
"S0066782","RMF","EUR","198,85","2021-12-10"
"S0066781","ZNZ","PLN","613,3","2022-01-14"
"S0066776","HRG","PLN","581,02","2021-12-14"
"S0066775","SLL","USD","964,07","2021-12-07"
"S0066772","ZNZ","EUR","225,96","2021-12-14"
"S0066771","ZNZ","EUR","1829,15","2021-12-16"
"S0066769","SNU","PLN","482,29","2021-12-24"
"S0066768","RMF","PLN","241","2021-12-10"
"S0066767","SID","EUR","306,28","2021-12-13"
"S0066766","ZNZ","PLN","420,71","2021-12-11"
"S0066764","SLL","USD","168,7","2021-12-09"
"S0066762","SLL","USD","903,82","2021-12-08"
"S0066761","SLL","USD","331,42","2021-12-07"
"S0066760","SLL","USD","903,82","2021-12-08"
"S0066759","ZNZ","CZK","516,47","2021-12-09"
"S0066758","ZNZ","CZK","451,89","2021-12-14"
"S0066757","ZNZ","EUR","420,71","2021-12-11"
"S0066755","SLL","USD","331,42","2021-12-07"
"S0066753","PUJ","PLN","997,87","2021-12-27"
"S0066751","CUN","PLN","681,78","2021-12-16"
"S0066742","ZNZ","PLN","420,71","2021-12-11"
"S0066749","SID","EUR","516,29","2021-12-07"
"S0066748","SLL","USD","331,42","2021-12-12"
"S0066747","CUN","PLN","1370,41","2021-12-19"
"S0066746","CUN","PLN","1017,02","2021-12-14"
"S0066744","ZNZ","PLN","613,3","2021-12-10"
"S0066745","CUN","PLN","860,78","2021-12-13"
"S0066743","ZNZ","PLN","451,89","2021-12-14"
"S0066741","HRG","PLN","64,56","2021-12-11"
"S0066740","HRG","PLN","581,02","2021-12-14"
"S0066740","HRG","PLN","129,1","2021-12-11"
"S0066738","SLL","USD","1024,33","2021-12-06"
"S0066737","SNU","PLN","1955,52","2021-12-24"
"S0066736","SLL","USD","414,25","2021-12-06"
"S0066735","SLL","USD","1506,36","2021-12-06"
"S0066734","SLL","USD","331,42","2021-12-07"
"S0066733","RMF","PLN","198,85","2021-12-10"
"S0066732","SID","EUR","516,29","2021-12-09"
"S0066731","SID","EUR","516,29","2021-12-09"
"S0066730","SID","EUR","306,28","2021-12-13"
"S0066730","SID","EUR","516,29","2021-12-09"
"S0066729","RMF","PLN","720,04","2021-12-09"
"S0066726","PUJ","PLN","455,18","2021-12-14"
"S0066724","FUE","PLN","528,93","2021-12-29"
"S0066722","SLL","PLN","590,48","2021-12-15"
"S0066721","SID","EUR","170,16","2021-12-07"
"S0066720","SID","EUR","1071,96","2021-12-08"
"S0066720","SID","EUR","1807,02","2021-12-07"
"S0066719","SID","EUR","170,16","2021-12-07"
"S0066718","SID","EUR","306,28","2021-12-08"
"S0066717","SID","EUR","516,29","2021-12-09"
"S0066716","SID","EUR","170,16","2021-12-07"
"S0066715","LPA","PLN","371,91","2021-12-09"
"S0066713","SID","EUR","459,41","2021-12-06"
"S0066713","SID","EUR","218,77","2021-12-08"
"S0066712","SID","EUR","170,16","2021-12-07"
"S0066711","SID","EUR","382,84","2021-12-07"
"S0066711","SID","EUR","1161,66","2021-12-09"
"S0066711","SID","EUR","492,23","2021-12-08"
"S0066710","ZNZ","PLN","613,3","2021-12-10"
"S0066709","SLL","USD","331,42","2021-12-07"
"S0066708","SLL","USD","1280,39","2021-12-06"
"S0066708","SLL","USD","1129,78","2021-12-08"
"S0066707","SLL","USD","331,42","2021-12-05"
"S0066707","SLL","USD","964,07","2021-12-07"
"S0066706","SLL","USD","903,82","2021-12-05"
"S0066705","SLL","USD","662,79","2021-12-05"
"S0066704","SLL","USD","1536,49","2021-12-06"
"S0066703","SLL","USD","331,42","2021-12-05"
"S0066702","SLL","USD","165,69","2021-12-07"
"S0066701","SLL","USD","903,82","2021-12-05"
"S0066701","SLL","USD","964,07","2021-12-07"
"S0066700","SLL","USD","903,82","2021-12-05"
"S0066699","SLL","USD","331,42","2021-12-07"
"S0066699","SLL","USD","84,38","2021-12-09"
"S0066698","SLL","USD","964,07","2021-12-14"
"S0066697","SLL","USD","331,42","2021-12-05"
"S0066697","SLL","USD","964,07","2021-12-07"
"S0066696","SLL","USD","1129,78","2021-12-05"
"S0066696","SLL","USD","414,25","2021-12-07"
"S0066695","SLL","USD","903,82","2021-12-08"
"S0066694","SLL","USD","331,42","2021-12-05"
"S0066693","SLL","USD","331,42","2021-12-05"
"S0066692","SLL","USD","677,87","2021-12-05"
"S0066691","SLL","USD","331,42","2021-12-07"
"S0066691","SLL","USD","903,82","2021-12-05"
"S0066690","SLL","USD","1024,33","2021-12-06"
"S0066690","SLL","USD","903,82","2021-12-08"
"S0066689","SLL","USD","1506,36","2021-12-06"
"S0066688","SLL","USD","42,16","2021-12-16"
"S0066687","SLL","USD","964,07","2021-12-07"
"S0066686","SLL","USD","451,91","2021-12-05"
"S0066685","SLL","USD","331,42","2021-12-05"
"S0066684","SLL","USD","1024,33","2021-12-06"
"S0066682","HRG","PLN","258,21","2021-12-11"
"S0066681","FUE","PLN","198,35","2022-01-05"
"S0066680","HRG","PLN","613,3","2021-12-14"
"S0066680","HRG","PLN","613,3","2021-12-12"
"S0066677","RMF","PLN","692,91","2021-12-07"
"S0066677","RMF","PLN","692,91","2021-12-09"
"S0066677","RMF","PLN","451,91","2021-12-05"
"S0066677","RMF","PLN","632,65","2021-12-10"
"S0066676","HRG","PLN","581,02","2021-12-28"
"S0066675","ACE","PLN","723,15","2021-12-13"
"S0066675","ACE","PLN","227,27","2021-12-10"
"S0066675","ACE","PLN","252,8","2021-12-07"
"S0066675","ACE","PLN","123,97","2021-12-16"
"S0066674","PUJ","PLN","1330,56","2021-12-06"
"S0066673","FNC","PLN","645,61","2021-12-13"
"S0066673","FNC","PLN","490,04","2021-12-16"
"S0066656","ACE","PLN","505,6","2021-12-06"
"S0066673","FNC","PLN","466,7","2021-12-15"
"S0066672","FNC","PLN","322,8","2021-12-13"
"S0066672","FNC","PLN","245,02","2021-12-16"
"S0066672","FNC","PLN","233,35","2021-12-15"
"S0066671","ZNZ","PLN","661,72","2021-12-09"
"S0066669","HRG","PLN","2905,14","2021-12-14"
"S0066668","ZNZ","PLN","484,19","2021-12-09"
"S0066668","ZNZ","PLN","419,58","2021-12-07"
"S0066668","ZNZ","PLN","548,77","2021-12-10"
"S0066662","ZNZ","PLN","677,51","2022-01-04"
"S0066662","ZNZ","PLN","7824,99","2022-01-06"
"S0066655","RMF","PLN","690,29","2021-12-09"
"S0066654","ZNZ","PLN","466,21","2021-12-23"
"S0066654","ZNZ","PLN","401,95","2021-12-21"
"S0066651","RMF","PLN","690,87","2021-12-16"
"S0066651","RMF","PLN","498,62","2021-12-10"
"S0066646","FUE","EUR","409,58","2022-01-12"
"S0066644","ZNZ","PLN","447,85","2021-12-28"
"S0066639","SID","PLN","263,65","2021-12-09"
"S0066639","SID","PLN","254,87","2021-12-07"
"S0066639","SID","PLN","307,6","2021-12-13"
"S0066638","RMF","PLN","169","2021-12-03"
"S0066637","FNC","PLN","664,02","2022-01-03"
"S0066637","FNC","PLN","289,05","2022-01-05"
"S0066636","FUE","PLN","352,76","2022-01-08"
"S0066636","FUE","PLN","339,82","2022-01-08"
"S0066636","FUE","PLN","207,02","2022-01-06"
"S0066634","SLL","USD","85,5","2021-12-02"
"S0066633","SLL","USD","85,58","2021-12-02"
"S0066632","SLL","USD","672,56","2021-12-05"
"S0066630","RMF","PLN","171,17","2021-12-02"
"S0066562","SLL","PLN","898,69","2021-12-08"
"S0066562","SLL","PLN","329,54","2021-12-05"
"S0066612","ZNZ","PLN","609,81","2021-12-17"
"S0066612","ZNZ","PLN","418,3","2021-12-15"
"S0066607","ZNZ","PLN","3273,83","2021-12-09"
"S0066607","ZNZ","PLN","418,3","2021-12-07"
"S0066602","ZNZ","USD","513,52","2021-12-02"
"S0066601","ZNZ","USD","609,81","2021-12-03"
"S0066600","ZNZ","USD","513,52","2021-12-02"
"S0066600","ZNZ","USD","609,81","2021-12-03"
"S0066599","ZNZ","USD","304,92","2021-12-03"
"S0066598","ZNZ","USD","609,81","2021-12-03"
"S0066596","ZNZ","USD","609,81","2021-12-03"
"S0066591","RMF","PLN","60,14","2021-12-03"
"S0066589","LPA","PLN","429,1","2021-12-01"
"S0066588","SLL","USD","105,31","2021-12-02"
"S0066587","SLL","USD","2030,66","2021-12-01"
"S0066586","SLL","USD","1083","2021-12-01"
"S0066585","SLL","USD","330,94","2021-11-30"
"S0066584","SLL","USD","330,94","2021-11-30"
"S0066583","SLL","USD","165,44","2021-11-30"
"S0066574","RMF","PLN","451,25","2021-12-03"
"S0066574","RMF","PLN","60,15","2021-12-05"
"S0066572","SLL","USD","330,94","2021-11-30"
"S0066569","RMF","PLN","499,4","2021-12-10"
"S0066567","RMF","PLN","1323,7","2021-12-07"
"S0066566","RMF","PLN","499,4","2021-12-10"
"S0066565","RMF","PLN","1323,7","2021-12-07"
"S0066563","RMF","PLN","1323,7","2021-12-07"
"S0066559","SID","PLN","201,14","2021-12-15"
"S0066544","FNC","PLN","905,89","2022-01-05"
"S0066538","RMF","PLN","691,91","2021-12-02"
"S0066536","SLL","USD","1805,03","2021-12-01"
"S0066535","SID","EUR","527,44","2021-12-02"
"S0066534","SID","EUR","268,19","2021-12-01"
"S0066531","RMF","PLN","361,01","2021-12-07"
"S0066529","ZNZ","PLN","773,59","2021-12-02"
"S0066528","RMF","PLN","499,4","2021-12-10"
"S0066527","RMF","PLN","1323,7","2021-12-07"
"S0066526","RMF","PLN","499,4","2021-12-10"
"S0066525","RMF","PLN","1323,7","2021-12-07"
"S0066524","RMF","PLN","499,4","2021-12-10"
"S0066523","RMF","PLN","1323,7","2021-12-07"
"S0066521","SID","EUR","522,98","2021-11-30"
"S0066520","LPA","PLN","472,75","2021-11-30"
"S0066518","SID","EUR","172,36","2021-11-30"
"S0066516","SNU","PLN","968,11","2021-12-31"
"S0066515","SID","EUR","620,49","2021-11-29"
"S0066512","SID","EUR","310,25","2021-11-29"
"S0066511","SID","EUR","310,25","2021-11-29"
"S0066511","SID","EUR","522,98","2021-11-30"
"S0066511","SID","EUR","265,92","2021-12-01"
"S0066510","SID","EUR","310,25","2021-11-29"
"S0066510","SID","EUR","221,61","2021-12-02"
"S0066510","SID","EUR","265,92","2021-12-01"
"S0066510","SID","EUR","522,98","2021-11-30"
"S0066509","SID","EUR","265,92","2021-12-01"
"S0066508","SID","EUR","310,25","2021-11-29"
"S0066507","SID","EUR","522,98","2021-12-02"
"S0066507","SID","EUR","221,61","2021-12-01"
"S0066506","SID","EUR","310,25","2021-11-29"
"S0066505","SID","EUR","265,92","2021-12-01"
"S0066504","SID","EUR","522,98","2021-12-02"
"S0066503","SID","EUR","310,25","2021-11-29"
"S0066502","SID","EUR","310,25","2021-11-29"
"S0066500","SID","EUR","172,36","2021-11-30"
"S0066499","SID","EUR","310,25","2021-11-29"
"S0066498","SID","EUR","172,36","2021-11-30"
"S0066497","SID","EUR","221,61","2021-12-02"
"S0066496","SID","EUR","172,36","2021-11-30"
"S0066496","SID","EUR","265,92","2021-12-01"
"S0066496","SID","EUR","221,61","2021-12-02"
"S0066495","SID","EUR","172,36","2021-11-30"
"S0066494","SID","EUR","172,36","2021-11-30"
"S0066494","SID","EUR","265,92","2021-12-01"
"S0066493","SID","EUR","310,25","2021-11-29"
"S0066493","SID","EUR","522,98","2021-12-02"
"S0066493","SID","EUR","221,61","2021-12-01"
"S0066492","SID","EUR","155,12","2021-11-29"
"S0066492","SID","EUR","261,49","2021-11-30"
"S0066492","SID","EUR","132,97","2021-12-01"
"S0066491","SID","EUR","172,36","2021-11-30"
"S0066491","SID","EUR","221,61","2021-12-02"
"S0066490","SID","EUR","261,49","2021-12-02"
"S0066490","SID","EUR","86,18","2021-11-30"
"S0066489","SID","EUR","172,36","2021-11-30"
"S0066489","SID","EUR","265,92","2021-12-01"
"S0066488","SID","EUR","310,25","2021-11-29"
"S0066488","SID","EUR","522,98","2021-12-02"
"S0066487","ZNZ","PLN","894,88","2021-11-30"
"S0066487","ZNZ","PLN","1214,48","2021-12-03"
"S0066485","SID","EUR","522,98","2021-11-27"
"S0066484","ZNZ","PLN","511,33","2021-12-02"
"S0066484","ZNZ","PLN","607,21","2021-12-03"
"S0066483","SLL","USD","1014,18","2021-11-29"
"S0066482","SLL","USD","328,14","2021-11-28"
"S0066481","SLL","USD","83,5","2021-12-02"
"S0066481","SLL","USD","536,92","2021-11-28"
"S0066480","SLL","USD","328,14","2021-11-30"
"S0066479","SLL","USD","328,14","2021-11-30"
"S0066478","SLL","USD","1014,18","2021-11-29"
"S0066477","SLL","USD","894,88","2021-12-01"
"S0066476","SLL","USD","328,14","2021-11-28"
"S0066475","SLL","USD","492,19","2021-11-30"
"S0066474","SLL","USD","328,14","2021-11-28"
"S0066473","SLL","USD","410,17","2021-11-30"
"S0066472","SLL","USD","1014,18","2021-11-29"
"S0066471","SLL","USD","328,14","2021-11-28"
"S0066470","SLL","USD","328,14","2021-11-30"
"S0066468","SLL","USD","328,14","2021-11-28"
"S0066467","SLL","USD","328,14","2021-11-28"
"S0066466","SLL","USD","328,14","2021-11-30"
"S0066466","SLL","USD","894,88","2021-11-28"
"S0066465","SLL","USD","83,5","2021-12-02"
"S0066465","SLL","USD","954,54","2021-11-30"
"S0066465","SLL","USD","328,14","2021-11-28"
"S0066464","SLL","USD","954,54","2021-11-30"
"S0066464","SLL","USD","328,14","2021-11-28"
"S0066463","SLL","USD","1014,18","2021-11-29"
"S0066462","SLL","USD","894,88","2021-11-28"
"S0066461","SLL","USD","894,88","2021-12-01"
"S0066460","SLL","USD","328,14","2021-12-05"
"S0066460","SLL","USD","954,54","2021-11-30"
"S0066459","SLL","USD","2028,41","2021-11-29"
"S0066458","SLL","USD","894,88","2021-11-28"
"S0066458","SLL","USD","328,14","2021-11-30"
"S0066457","SLL","USD","894,88","2021-11-28"
"S0066457","SLL","USD","328,14","2021-11-30"
"S0066456","SLL","USD","328,14","2021-11-28"
"S0066454","SLL","USD","2147,73","2021-11-29"
"S0066453","SLL","USD","328,14","2021-11-28"
"S0066453","SLL","USD","1014,18","2021-11-29"
"S0066453","SLL","USD","954,54","2021-11-30"
"S0066449","RMF","PLN","495,18","2021-12-10"
"S0066448","RMF","PLN","1312,5","2021-12-07"
"S0066447","PUJ","PLN","658,67","2021-11-29"
"S0066446","RMF","PLN","495,18","2021-12-10"
"S0066445","RMF","PLN","1312,5","2021-12-08"
"S0066444","SLL","USD","1431,78","2021-11-30"
"S0016185","OLB","PLN","329,89","2019-08-21"
"S0066443","SLL","USD","328,14","2021-11-30"
"S0066442","SLL","USD","328,14","2021-11-28"
"S0066441","SLL","USD","1342,32","2021-11-28"
"S0066441","SLL","USD","1521,29","2021-11-29"
"S0066440","SLL","USD","492,19","2021-11-28"
"S0066439","HRG","PLN","1064,28","2021-11-30"
"S0066437","SLL","USD","507,12","2021-11-29"
"S0066437","SLL","USD","477,24","2021-11-30"
"S0066437","SLL","USD","447,44","2021-12-01"
"S0066432","SLL","USD","1118,6","2021-11-28"
"S0066432","SLL","USD","671,16","2021-11-30"
"S0066432","SLL","USD","104,42","2021-12-02"
"S0066431","SLL","USD","83,5","2021-12-02"
"S0066426","LPA","PLN","425,48","2021-12-22"
"S0066422","RMF","PLN","686,06","2021-12-30"
"S0066418","RMF","PLN","686,06","2021-12-02"
"S0066417","SNU","PLN","968,11","2021-12-31"
"S0066414","SNU","PLN","484,03","2021-12-31"
"S0013394","RMI","PLN","764,88","2019-09-17"
"S0066414","SNU","PLN","968,11","2021-12-31"
"S0066400","RMF","PLN","1200,62","2021-12-02"
"S0066399","PUJ","PLN","1109,42","2021-12-02"
"S0066397","SID","PLN","265,92","2021-12-22"
"S0066396","SID","PLN","421,05","2021-12-20"
"S0066394","SID","PLN","265,92","2021-12-22"
"S0066395","SID","PLN","132,97","2021-12-22"
"S0066393","FUE","PLN","355,79","2022-01-08"
"S0066391","LPA","PLN","293,01","2021-12-30"
"S0066390","PUJ","PLN","436,51","2022-01-12"
"S0066390","PUJ","PLN","436,51","2022-01-10"
"S0066388","FUE","PLN","293,01","2021-12-03"
"S0066385","PUJ","PLN","1109,42","2021-12-02"
"S0066384","FUE","PLN","417,6","2021-12-01"
"S0066381","FUE","PLN","355,79","2022-01-06"
"S0066380","FUE","PLN","208,8","2022-01-05"
"S0066379","FUE","PLN","342,74","2022-01-07"
"S0066378","ZNZ","PLN","416,53","2021-11-28"
"S0066377","SLL","PLN","1073,84","2021-12-27"
"S0066376","SLL","PLN","1014,18","2021-12-27"
"S0066375","SLL","PLN","507,12","2021-12-27"
"S0066374","ACE","PLN","512,15","2021-12-28"
"S0066374","ACE","PLN","577,64","2021-12-27"
"S0066374","ACE","PLN","376,73","2021-12-24"
"S0066373","EVN","EUR","500,33","2021-11-27"
"S0066372","SID","EUR","4171,05","2021-11-29"
"S0066362","PUJ","PLN","1109,42","2021-12-02"
"S0066360","PUJ","PLN","1109,42","2021-12-02"
"S0066360","PUJ","PLN","658,67","2021-12-01"
"S0066359","SLL","USD","83,5","2021-11-25"
"S0066358","SLL","USD","328,14","2021-11-28"
"S0066357","SLL","USD","41,78","2021-11-25"
"S0066355","SLL","USD","41,78","2021-11-25"
"S0066354","FUE","PLN","417,6","2021-12-01"
"S0066350","RMF","PLN","465,34","2021-11-30"
"S0066351","SID","EUR","522,98","2021-11-25"
"S0066348","SLL","PLN","1497,82","2021-12-06"
"S0066330","SID","EUR","224,44","2021-11-23"
"S0066339","TFS","PLN","894,51","2021-12-01"
"S0066339","TFS","PLN","423,94","2021-11-29"
"S0066338","ZNZ","USD","517,88","2021-11-25"
"S0066336","ZNZ","PLN","7859,6","2021-12-30"
"S0066335","SLL","PLN","332,34","2021-12-05"
"S0066334","SID","EUR","336,65","2021-11-24"
"S0066333","LPA","PLN","478,8","2021-12-08"
"S0066331","SID","EUR","224,44","2021-11-25"
"S0066269","EVN","PLN","422,94","2021-11-24"
"S0066325","HRG","EUR","6700,37","2021-11-28"
"S0066325","HRG","EUR","2977,96","2021-11-29"
"S0066323","SLL","USD","84,57","2021-11-25"
"S0066322","SLL","USD","906,33","2021-11-24"
"S0066321","SLL","USD","906,33","2021-11-24"
"S0066320","SLL","USD","906,33","2021-11-24"
"S0066317","HRG","PLN","258,93","2021-11-28"
"S0066314","ZNZ","USD","614,98","2021-11-26"
"S0066312","ZNZ","USD","614,98","2021-11-26"
"S0066309","CUN","PLN","514,41","2021-12-30"
"S0066307","HRG","PLN","323,7","2021-11-28"
"S0066307","HRG","PLN","728,28","2021-11-30"
"S0066307","HRG","PLN","436,99","2021-11-27"
"S0066303","SID","EUR","224,44","2021-11-25"
"S0066302","SID","EUR","224,44","2021-11-24"
"S0066301","SID","EUR","529,68","2021-11-25"
"S0066300","FNC","CZK","291,27","2021-12-02"
"S0066300","FNC","CZK","303,24","2021-12-01"
"S0066299","HRG","PLN","129,45","2022-01-01"
"S0066297","RMF","PLN","694,84","2021-12-02"
"S0066291","FNC","PLN","271,32","2021-11-29"
"S0066290","HRG","PLN","202,3","2021-11-27"
"S0066289","HRG","PLN","436,96","2021-11-30"
"S0066288","SLL","PLN","1132,91","2021-11-24"
"S0066282","LPA","PLN","478,8","2021-12-01"
"S0066282","LPA","PLN","576,55","2021-12-05"
"S0066280","FNC","PLN","295,26","2021-11-29"
"S0066276","RMF","PLN","239,61","2021-11-24"
"S0065556","PUJ","PLN","452,83","2021-11-04"
"S0065556","PUJ","PLN","309,86","2021-11-22"
"S0066275","SLL","USD","164,74","2021-11-23"
"S0066274","SLL","USD","329,54","2021-11-23"
"S0066273","SLL","USD","958,61","2021-11-23"
"S0066272","SLL","USD","958,61","2021-11-23"
"S0066264","ZNZ","PLN","224,67","2021-11-23"
"S0066260","ZNZ","PLN","224,69","2021-12-14"
"S0066260","ZNZ","PLN","192,58","2021-12-16"
"S0066260","ZNZ","PLN","304,92","2021-12-17"
"S0066259","SLL","USD","509,28","2021-11-22"
"S0066256","FUE","PLN","419,38","2021-12-15"
"S0066255","SID","EUR","173,1","2021-11-23"
"S0066254","SID","EUR","173,1","2021-11-23"
"S0066252","SLL","USD","659,03","2021-11-21"
"S0066251","SLL","USD","329,54","2021-11-21"
"S0066250","SLL","USD","329,54","2021-11-21"
"S0066249","TFS","EUR","832,33","2021-11-23"
"S0066248","SID","EUR","525,21","2021-11-23"
"S0066247","SID","EUR","173,1","2021-11-23"
"S0066245","SID","EUR","311,57","2021-11-24"
"S0066242","FUE","PLN","704,24","2021-11-26"
"S0066240","RMF","PLN","170,73","2021-11-27"
"S0066240","RMF","PLN","1093,39","2021-11-25"
"S0066240","RMF","PLN","167,75","2021-11-29"
"S0066238","RMF","PLN","179,72","2021-12-02"
"S0066237","SID","EUR","525,21","2021-11-25"
"S0066234","SID","EUR","311,57","2021-11-29"
"S0066234","SID","EUR","525,21","2021-11-25"
"S0066196","SLL","USD","329,54","2021-11-21"
"S0066233","FUE","PLN","264,83","2021-11-25"
"S0066230","SID","EUR","311,57","2021-11-22"
"S0066230","SID","EUR","267,06","2021-11-24"
"S0066228","SID","EUR","467,35","2021-11-22"
"S0066227","SID","EUR","311,57","2021-11-22"
