171/A/NBP/2022,2022-09-06,0.1922,CZK
171/A/NBP/2022,2022-09-06,4.7263,EUR
171/A/NBP/2022,2022-09-06,5.4798,GBP
171/A/NBP/2022,2022-09-06,0.011702,HUF
171/A/NBP/2022,2022-09-06,4.769,USD
