no,effectiveDate,mid,exchange_rate
064/A/NBP/2021,2021-04-02,0.0512,RUB
065/A/NBP/2021,2021-04-06,0.051,RUB
066/A/NBP/2021,2021-04-07,0.0497,RUB
067/A/NBP/2021,2021-04-08,0.0497,RUB
068/A/NBP/2021,2021-04-09,0.0495,RUB
069/A/NBP/2021,2021-04-12,0.0493,RUB
070/A/NBP/2021,2021-04-13,0.0496,RUB
071/A/NBP/2021,2021-04-14,0.0504,RUB
072/A/NBP/2021,2021-04-15,0.0496,RUB
073/A/NBP/2021,2021-04-16,0.0502,RUB
074/A/NBP/2021,2021-04-19,0.0496,RUB
075/A/NBP/2021,2021-04-20,0.0496,RUB
076/A/NBP/2021,2021-04-21,0.0494,RUB
077/A/NBP/2021,2021-04-22,0.0495,RUB
078/A/NBP/2021,2021-04-23,0.0504,RUB
079/A/NBP/2021,2021-04-26,0.0503,RUB
080/A/NBP/2021,2021-04-27,0.0504,RUB
081/A/NBP/2021,2021-04-28,0.0507,RUB
082/A/NBP/2021,2021-04-29,0.0509,RUB
083/A/NBP/2021,2021-04-30,0.0503,RUB
084/A/NBP/2021,2021-05-04,0.0504,RUB
085/A/NBP/2021,2021-05-05,0.0511,RUB
086/A/NBP/2021,2021-05-06,0.051,RUB
087/A/NBP/2021,2021-05-07,0.0511,RUB
088/A/NBP/2021,2021-05-10,0.0509,RUB
089/A/NBP/2021,2021-05-11,0.0507,RUB
090/A/NBP/2021,2021-05-12,0.0505,RUB
091/A/NBP/2021,2021-05-13,0.0506,RUB
092/A/NBP/2021,2021-05-14,0.0505,RUB
093/A/NBP/2021,2021-05-17,0.0505,RUB
094/A/NBP/2021,2021-05-18,0.0503,RUB
095/A/NBP/2021,2021-05-19,0.0503,RUB
096/A/NBP/2021,2021-05-20,0.0503,RUB
097/A/NBP/2021,2021-05-21,0.05,RUB
098/A/NBP/2021,2021-05-24,0.0501,RUB
099/A/NBP/2021,2021-05-25,0.0498,RUB
100/A/NBP/2021,2021-05-26,0.05,RUB
101/A/NBP/2021,2021-05-27,0.0502,RUB
102/A/NBP/2021,2021-05-28,0.05,RUB
103/A/NBP/2021,2021-05-31,0.0501,RUB
104/A/NBP/2021,2021-06-01,0.0499,RUB
105/A/NBP/2021,2021-06-02,0.0499,RUB
106/A/NBP/2021,2021-06-04,0.0504,RUB
107/A/NBP/2021,2021-06-07,0.0503,RUB
108/A/NBP/2021,2021-06-08,0.0505,RUB
109/A/NBP/2021,2021-06-09,0.0507,RUB
110/A/NBP/2021,2021-06-10,0.051,RUB
111/A/NBP/2021,2021-06-11,0.0513,RUB
112/A/NBP/2021,2021-06-14,0.0514,RUB
113/A/NBP/2021,2021-06-15,0.052,RUB
114/A/NBP/2021,2021-06-16,0.0519,RUB
115/A/NBP/2021,2021-06-17,0.0522,RUB
116/A/NBP/2021,2021-06-18,0.0529,RUB
117/A/NBP/2021,2021-06-21,0.0523,RUB
118/A/NBP/2021,2021-06-22,0.0521,RUB
119/A/NBP/2021,2021-06-23,0.0522,RUB
120/A/NBP/2021,2021-06-24,0.0526,RUB
121/A/NBP/2021,2021-06-25,0.0523,RUB
122/A/NBP/2021,2021-06-28,0.0523,RUB
123/A/NBP/2021,2021-06-29,0.0523,RUB
124/A/NBP/2021,2021-06-30,0.052,RUB
125/A/NBP/2021,2021-07-01,0.0523,RUB
126/A/NBP/2021,2021-07-02,0.052,RUB
127/A/NBP/2021,2021-07-05,0.0518,RUB
128/A/NBP/2021,2021-07-06,0.0519,RUB
129/A/NBP/2021,2021-07-07,0.0514,RUB
130/A/NBP/2021,2021-07-08,0.0511,RUB
131/A/NBP/2021,2021-07-09,0.0516,RUB
132/A/NBP/2021,2021-07-12,0.0515,RUB
133/A/NBP/2021,2021-07-13,0.0521,RUB
134/A/NBP/2021,2021-07-14,0.0525,RUB
135/A/NBP/2021,2021-07-15,0.0521,RUB
136/A/NBP/2021,2021-07-16,0.0524,RUB
137/A/NBP/2021,2021-07-19,0.0523,RUB
138/A/NBP/2021,2021-07-20,0.0524,RUB
139/A/NBP/2021,2021-07-21,0.0525,RUB
140/A/NBP/2021,2021-07-22,0.0526,RUB
141/A/NBP/2021,2021-07-23,0.0527,RUB
142/A/NBP/2021,2021-07-26,0.0525,RUB
143/A/NBP/2021,2021-07-27,0.0528,RUB
144/A/NBP/2021,2021-07-28,0.0529,RUB
145/A/NBP/2021,2021-07-29,0.0528,RUB
146/A/NBP/2021,2021-07-30,0.0526,RUB
147/A/NBP/2021,2021-08-02,0.0526,RUB
148/A/NBP/2021,2021-08-03,0.0526,RUB
149/A/NBP/2021,2021-08-04,0.0527,RUB
150/A/NBP/2021,2021-08-05,0.0526,RUB
151/A/NBP/2021,2021-08-06,0.0527,RUB
152/A/NBP/2021,2021-08-09,0.0529,RUB
153/A/NBP/2021,2021-08-10,0.0529,RUB
154/A/NBP/2021,2021-08-11,0.0529,RUB
155/A/NBP/2021,2021-08-12,0.0532,RUB
156/A/NBP/2021,2021-08-13,0.053,RUB
157/A/NBP/2021,2021-08-16,0.0528,RUB
158/A/NBP/2021,2021-08-17,0.0528,RUB
159/A/NBP/2021,2021-08-18,0.0529,RUB
160/A/NBP/2021,2021-08-19,0.0529,RUB
161/A/NBP/2021,2021-08-20,0.0528,RUB
162/A/NBP/2021,2021-08-23,0.0528,RUB
163/A/NBP/2021,2021-08-24,0.0528,RUB
164/A/NBP/2021,2021-08-25,0.0527,RUB
165/A/NBP/2021,2021-08-26,0.0526,RUB
166/A/NBP/2021,2021-08-27,0.0527,RUB
167/A/NBP/2021,2021-08-30,0.0526,RUB
168/A/NBP/2021,2021-08-31,0.0524,RUB
169/A/NBP/2021,2021-09-01,0.0523,RUB
170/A/NBP/2021,2021-09-02,0.0523,RUB
171/A/NBP/2021,2021-09-03,0.0522,RUB
172/A/NBP/2021,2021-09-06,0.0522,RUB
173/A/NBP/2021,2021-09-07,0.052,RUB
174/A/NBP/2021,2021-09-08,0.052,RUB
175/A/NBP/2021,2021-09-09,0.0524,RUB
176/A/NBP/2021,2021-09-10,0.0528,RUB
177/A/NBP/2021,2021-09-13,0.0527,RUB
178/A/NBP/2021,2021-09-14,0.0529,RUB
179/A/NBP/2021,2021-09-15,0.0529,RUB
180/A/NBP/2021,2021-09-16,0.0536,RUB
181/A/NBP/2021,2021-09-17,0.0536,RUB
182/A/NBP/2021,2021-09-20,0.0535,RUB
183/A/NBP/2021,2021-09-21,0.0537,RUB
184/A/NBP/2021,2021-09-22,0.0541,RUB
185/A/NBP/2021,2021-09-23,0.054,RUB
186/A/NBP/2021,2021-09-24,0.0538,RUB
187/A/NBP/2021,2021-09-27,0.0541,RUB
188/A/NBP/2021,2021-09-28,0.0545,RUB
189/A/NBP/2021,2021-09-29,0.0545,RUB
190/A/NBP/2021,2021-09-30,0.0549,RUB
191/A/NBP/2021,2021-10-01,0.0543,RUB
192/A/NBP/2021,2021-10-04,0.054,RUB
193/A/NBP/2021,2021-10-05,0.0547,RUB
194/A/NBP/2021,2021-10-06,0.0551,RUB
195/A/NBP/2021,2021-10-07,0.0544,RUB
196/A/NBP/2021,2021-10-08,0.0552,RUB
197/A/NBP/2021,2021-10-11,0.0557,RUB
198/A/NBP/2021,2021-10-12,0.0552,RUB
199/A/NBP/2021,2021-10-13,0.0552,RUB
200/A/NBP/2021,2021-10-14,0.0549,RUB
201/A/NBP/2021,2021-10-15,0.0554,RUB
202/A/NBP/2021,2021-10-18,0.0554,RUB
203/A/NBP/2021,2021-10-19,0.0553,RUB
204/A/NBP/2021,2021-10-20,0.0555,RUB
205/A/NBP/2021,2021-10-21,0.0556,RUB
206/A/NBP/2021,2021-10-22,0.056,RUB
207/A/NBP/2021,2021-10-25,0.0564,RUB
208/A/NBP/2021,2021-10-26,0.0573,RUB
209/A/NBP/2021,2021-10-27,0.0568,RUB
210/A/NBP/2021,2021-10-28,0.0567,RUB
211/A/NBP/2021,2021-10-29,0.0562,RUB
212/A/NBP/2021,2021-11-02,0.0553,RUB
213/A/NBP/2021,2021-11-03,0.0552,RUB
214/A/NBP/2021,2021-11-04,0.0556,RUB
215/A/NBP/2021,2021-11-05,0.0557,RUB
216/A/NBP/2021,2021-11-08,0.0557,RUB
217/A/NBP/2021,2021-11-09,0.0558,RUB
218/A/NBP/2021,2021-11-10,0.0562,RUB
219/A/NBP/2021,2021-11-12,0.0563,RUB
220/A/NBP/2021,2021-11-15,0.056,RUB
221/A/NBP/2021,2021-11-16,0.0566,RUB
222/A/NBP/2021,2021-11-17,0.0566,RUB
223/A/NBP/2021,2021-11-18,0.0564,RUB
224/A/NBP/2021,2021-11-19,0.0566,RUB
225/A/NBP/2021,2021-11-22,0.0565,RUB
226/A/NBP/2021,2021-11-23,0.0559,RUB
227/A/NBP/2021,2021-11-24,0.056,RUB
228/A/NBP/2021,2021-11-25,0.0558,RUB
229/A/NBP/2021,2021-11-26,0.0551,RUB
230/A/NBP/2021,2021-11-29,0.0555,RUB
231/A/NBP/2021,2021-11-30,0.0551,RUB
232/A/NBP/2021,2021-12-01,0.0555,RUB
233/A/NBP/2021,2021-12-02,0.0549,RUB
234/A/NBP/2021,2021-12-03,0.0552,RUB
235/A/NBP/2021,2021-12-06,0.0551,RUB
236/A/NBP/2021,2021-12-07,0.0549,RUB
237/A/NBP/2021,2021-12-08,0.0553,RUB
238/A/NBP/2021,2021-12-09,0.0554,RUB
239/A/NBP/2021,2021-12-10,0.0556,RUB
240/A/NBP/2021,2021-12-13,0.0558,RUB
241/A/NBP/2021,2021-12-14,0.0558,RUB
242/A/NBP/2021,2021-12-15,0.0556,RUB
243/A/NBP/2021,2021-12-16,0.0557,RUB
244/A/NBP/2021,2021-12-17,0.0555,RUB
245/A/NBP/2021,2021-12-20,0.0555,RUB
246/A/NBP/2021,2021-12-21,0.0554,RUB
247/A/NBP/2021,2021-12-22,0.0555,RUB
248/A/NBP/2021,2021-12-23,0.0559,RUB
249/A/NBP/2021,2021-12-24,0.0556,RUB
250/A/NBP/2021,2021-12-27,0.0556,RUB
251/A/NBP/2021,2021-12-28,0.0552,RUB
252/A/NBP/2021,2021-12-29,0.0553,RUB
253/A/NBP/2021,2021-12-30,0.0543,RUB
254/A/NBP/2021,2021-12-31,0.0542,RUB
001/A/NBP/2021,2021-01-04,3.6998,USD
002/A/NBP/2021,2021-01-05,3.7031,USD
003/A/NBP/2021,2021-01-07,3.6656,USD
004/A/NBP/2021,2021-01-08,3.6919,USD
005/A/NBP/2021,2021-01-11,3.7271,USD
006/A/NBP/2021,2021-01-12,3.7188,USD
007/A/NBP/2021,2021-01-13,3.7142,USD
008/A/NBP/2021,2021-01-14,3.7323,USD
009/A/NBP/2021,2021-01-15,3.7466,USD
010/A/NBP/2021,2021-01-18,3.7699,USD
011/A/NBP/2021,2021-01-19,3.7416,USD
012/A/NBP/2021,2021-01-20,3.7303,USD
013/A/NBP/2021,2021-01-21,3.7312,USD
014/A/NBP/2021,2021-01-22,3.7255,USD
015/A/NBP/2021,2021-01-25,3.7402,USD
016/A/NBP/2021,2021-01-26,3.7512,USD
017/A/NBP/2021,2021-01-27,3.7507,USD
018/A/NBP/2021,2021-01-28,3.7566,USD
019/A/NBP/2021,2021-01-29,3.746,USD
020/A/NBP/2021,2021-02-01,3.7323,USD
021/A/NBP/2021,2021-02-02,3.7311,USD
022/A/NBP/2021,2021-02-03,3.7352,USD
023/A/NBP/2021,2021-02-04,3.7509,USD
024/A/NBP/2021,2021-02-05,3.7554,USD
025/A/NBP/2021,2021-02-08,3.7301,USD
026/A/NBP/2021,2021-02-09,3.6972,USD
027/A/NBP/2021,2021-02-10,3.6973,USD
028/A/NBP/2021,2021-02-11,3.7117,USD
029/A/NBP/2021,2021-02-12,3.7186,USD
030/A/NBP/2021,2021-02-15,3.6949,USD
031/A/NBP/2021,2021-02-16,3.694,USD
032/A/NBP/2021,2021-02-17,3.7287,USD
033/A/NBP/2021,2021-02-18,3.7152,USD
034/A/NBP/2021,2021-02-19,3.6997,USD
035/A/NBP/2021,2021-02-22,3.7135,USD
036/A/NBP/2021,2021-02-23,3.7117,USD
037/A/NBP/2021,2021-02-24,3.7145,USD
038/A/NBP/2021,2021-02-25,3.6943,USD
039/A/NBP/2021,2021-02-26,3.7247,USD
040/A/NBP/2021,2021-03-01,3.7572,USD
041/A/NBP/2021,2021-03-02,3.7765,USD
042/A/NBP/2021,2021-03-03,3.7509,USD
043/A/NBP/2021,2021-03-04,3.7851,USD
044/A/NBP/2021,2021-03-05,3.8393,USD
045/A/NBP/2021,2021-03-08,3.8665,USD
046/A/NBP/2021,2021-03-09,3.8507,USD
047/A/NBP/2021,2021-03-10,3.842,USD
048/A/NBP/2021,2021-03-11,3.8287,USD
049/A/NBP/2021,2021-03-12,3.8521,USD
050/A/NBP/2021,2021-03-15,3.8429,USD
051/A/NBP/2021,2021-03-16,3.8519,USD
052/A/NBP/2021,2021-03-17,3.8676,USD
053/A/NBP/2021,2021-03-18,3.8705,USD
054/A/NBP/2021,2021-03-19,3.8865,USD
055/A/NBP/2021,2021-03-22,3.8768,USD
056/A/NBP/2021,2021-03-23,3.8746,USD
057/A/NBP/2021,2021-03-24,3.9098,USD
058/A/NBP/2021,2021-03-25,3.9253,USD
059/A/NBP/2021,2021-03-26,3.9307,USD
060/A/NBP/2021,2021-03-29,3.957,USD
061/A/NBP/2021,2021-03-30,3.9604,USD
062/A/NBP/2021,2021-03-31,3.9676,USD
063/A/NBP/2021,2021-04-01,3.9428,USD
064/A/NBP/2021,2021-04-02,3.8986,USD
065/A/NBP/2021,2021-04-06,3.8973,USD
066/A/NBP/2021,2021-04-07,3.8611,USD
067/A/NBP/2021,2021-04-08,3.8365,USD
068/A/NBP/2021,2021-04-09,3.8208,USD
069/A/NBP/2021,2021-04-12,3.8144,USD
070/A/NBP/2021,2021-04-13,3.8342,USD
071/A/NBP/2021,2021-04-14,3.8065,USD
072/A/NBP/2021,2021-04-15,3.8014,USD
073/A/NBP/2021,2021-04-16,3.7978,USD
074/A/NBP/2021,2021-04-19,3.7816,USD
075/A/NBP/2021,2021-04-20,3.7737,USD
076/A/NBP/2021,2021-04-21,3.795,USD
077/A/NBP/2021,2021-04-22,3.7885,USD
078/A/NBP/2021,2021-04-23,3.7855,USD
079/A/NBP/2021,2021-04-26,3.7657,USD
080/A/NBP/2021,2021-04-27,3.7826,USD
081/A/NBP/2021,2021-04-28,3.7939,USD
082/A/NBP/2021,2021-04-29,3.7786,USD
083/A/NBP/2021,2021-04-30,3.7746,USD
084/A/NBP/2021,2021-05-04,3.794,USD
085/A/NBP/2021,2021-05-05,3.8136,USD
086/A/NBP/2021,2021-05-06,3.8066,USD
087/A/NBP/2021,2021-05-07,3.7861,USD
088/A/NBP/2021,2021-05-10,3.7493,USD
089/A/NBP/2021,2021-05-11,3.7514,USD
090/A/NBP/2021,2021-05-12,3.7456,USD
091/A/NBP/2021,2021-05-13,3.7675,USD
092/A/NBP/2021,2021-05-14,3.7374,USD
093/A/NBP/2021,2021-05-17,3.7288,USD
094/A/NBP/2021,2021-05-18,3.705,USD
095/A/NBP/2021,2021-05-19,3.7087,USD
096/A/NBP/2021,2021-05-20,3.7077,USD
097/A/NBP/2021,2021-05-21,3.6778,USD
098/A/NBP/2021,2021-05-24,3.6795,USD
099/A/NBP/2021,2021-05-25,3.6549,USD
100/A/NBP/2021,2021-05-26,3.6691,USD
101/A/NBP/2021,2021-05-27,3.6929,USD
102/A/NBP/2021,2021-05-28,3.6766,USD
103/A/NBP/2021,2021-05-31,3.6724,USD
104/A/NBP/2021,2021-06-01,3.659,USD
105/A/NBP/2021,2021-06-02,3.6659,USD
106/A/NBP/2021,2021-06-04,3.6931,USD
107/A/NBP/2021,2021-06-07,3.6656,USD
108/A/NBP/2021,2021-06-08,3.669,USD
109/A/NBP/2021,2021-06-09,3.6545,USD
110/A/NBP/2021,2021-06-10,3.6821,USD
111/A/NBP/2021,2021-06-11,3.6759,USD
112/A/NBP/2021,2021-06-14,3.7185,USD
113/A/NBP/2021,2021-06-15,3.7349,USD
114/A/NBP/2021,2021-06-16,3.7336,USD
115/A/NBP/2021,2021-06-17,3.7931,USD
116/A/NBP/2021,2021-06-18,3.8198,USD
117/A/NBP/2021,2021-06-21,3.8214,USD
118/A/NBP/2021,2021-06-22,3.8132,USD
119/A/NBP/2021,2021-06-23,3.7878,USD
120/A/NBP/2021,2021-06-24,3.7986,USD
121/A/NBP/2021,2021-06-25,3.7749,USD
122/A/NBP/2021,2021-06-28,3.7762,USD
123/A/NBP/2021,2021-06-29,3.7914,USD
124/A/NBP/2021,2021-06-30,3.8035,USD
125/A/NBP/2021,2021-07-01,3.8149,USD
126/A/NBP/2021,2021-07-02,3.8263,USD
127/A/NBP/2021,2021-07-05,3.7979,USD
128/A/NBP/2021,2021-07-06,3.8021,USD
129/A/NBP/2021,2021-07-07,3.8225,USD
130/A/NBP/2021,2021-07-08,3.8408,USD
131/A/NBP/2021,2021-07-09,3.8427,USD
132/A/NBP/2021,2021-07-12,3.8378,USD
133/A/NBP/2021,2021-07-13,3.8533,USD
134/A/NBP/2021,2021-07-14,3.8955,USD
135/A/NBP/2021,2021-07-15,3.8629,USD
136/A/NBP/2021,2021-07-16,3.8808,USD
137/A/NBP/2021,2021-07-19,3.8968,USD
138/A/NBP/2021,2021-07-20,3.9012,USD
139/A/NBP/2021,2021-07-21,3.9035,USD
140/A/NBP/2021,2021-07-22,3.8801,USD
141/A/NBP/2021,2021-07-23,3.8851,USD
142/A/NBP/2021,2021-07-26,3.8915,USD
143/A/NBP/2021,2021-07-27,3.9017,USD
144/A/NBP/2021,2021-07-28,3.8849,USD
145/A/NBP/2021,2021-07-29,3.8617,USD
146/A/NBP/2021,2021-07-30,3.841,USD
147/A/NBP/2021,2021-08-02,3.8377,USD
148/A/NBP/2021,2021-08-03,3.8315,USD
149/A/NBP/2021,2021-08-04,3.8366,USD
150/A/NBP/2021,2021-08-05,3.8485,USD
151/A/NBP/2021,2021-08-06,3.8519,USD
152/A/NBP/2021,2021-08-09,3.8885,USD
153/A/NBP/2021,2021-08-10,3.8937,USD
154/A/NBP/2021,2021-08-11,3.9148,USD
155/A/NBP/2021,2021-08-12,3.9074,USD
156/A/NBP/2021,2021-08-13,3.8934,USD
157/A/NBP/2021,2021-08-16,3.873,USD
158/A/NBP/2021,2021-08-17,3.8797,USD
159/A/NBP/2021,2021-08-18,3.8861,USD
160/A/NBP/2021,2021-08-19,3.9226,USD
161/A/NBP/2021,2021-08-20,3.9301,USD
162/A/NBP/2021,2021-08-23,3.9107,USD
163/A/NBP/2021,2021-08-24,3.9086,USD
164/A/NBP/2021,2021-08-25,3.8869,USD
165/A/NBP/2021,2021-08-26,3.8912,USD
166/A/NBP/2021,2021-08-27,3.8978,USD
167/A/NBP/2021,2021-08-30,3.8724,USD
168/A/NBP/2021,2021-08-31,3.8386,USD
169/A/NBP/2021,2021-09-01,3.8238,USD
170/A/NBP/2021,2021-09-02,3.8044,USD
171/A/NBP/2021,2021-09-03,3.7998,USD
172/A/NBP/2021,2021-09-06,3.8041,USD
173/A/NBP/2021,2021-09-07,3.8041,USD
174/A/NBP/2021,2021-09-08,3.8213,USD
175/A/NBP/2021,2021-09-09,3.8292,USD
176/A/NBP/2021,2021-09-10,3.8402,USD
177/A/NBP/2021,2021-09-13,3.8495,USD
178/A/NBP/2021,2021-09-14,3.8542,USD
179/A/NBP/2021,2021-09-15,3.8475,USD
180/A/NBP/2021,2021-09-16,3.8847,USD
181/A/NBP/2021,2021-09-17,3.8882,USD
182/A/NBP/2021,2021-09-20,3.9282,USD
183/A/NBP/2021,2021-09-21,3.9337,USD
184/A/NBP/2021,2021-09-22,3.946,USD
185/A/NBP/2021,2021-09-23,3.9256,USD
186/A/NBP/2021,2021-09-24,3.9268,USD
187/A/NBP/2021,2021-09-27,3.9276,USD
188/A/NBP/2021,2021-09-28,3.9546,USD
189/A/NBP/2021,2021-09-29,3.9684,USD
190/A/NBP/2021,2021-09-30,3.9925,USD
191/A/NBP/2021,2021-10-01,3.9678,USD
192/A/NBP/2021,2021-10-04,3.9368,USD
193/A/NBP/2021,2021-10-05,3.9688,USD
194/A/NBP/2021,2021-10-06,3.9992,USD
195/A/NBP/2021,2021-10-07,3.9334,USD
196/A/NBP/2021,2021-10-08,3.9775,USD
197/A/NBP/2021,2021-10-11,3.9862,USD
198/A/NBP/2021,2021-10-12,3.9664,USD
199/A/NBP/2021,2021-10-13,3.9638,USD
200/A/NBP/2021,2021-10-14,3.9403,USD
201/A/NBP/2021,2021-10-15,3.9413,USD
202/A/NBP/2021,2021-10-18,3.9471,USD
203/A/NBP/2021,2021-10-19,3.9212,USD
204/A/NBP/2021,2021-10-20,3.9428,USD
205/A/NBP/2021,2021-10-21,3.9449,USD
206/A/NBP/2021,2021-10-22,3.9576,USD
207/A/NBP/2021,2021-10-25,3.9502,USD
208/A/NBP/2021,2021-10-26,3.974,USD
209/A/NBP/2021,2021-10-27,3.9815,USD
210/A/NBP/2021,2021-10-28,3.9938,USD
211/A/NBP/2021,2021-10-29,3.9664,USD
212/A/NBP/2021,2021-11-02,3.9772,USD
213/A/NBP/2021,2021-11-03,3.9681,USD
214/A/NBP/2021,2021-11-04,3.9807,USD
215/A/NBP/2021,2021-11-05,3.9911,USD
216/A/NBP/2021,2021-11-08,3.9747,USD
217/A/NBP/2021,2021-11-09,3.9622,USD
218/A/NBP/2021,2021-11-10,3.9737,USD
219/A/NBP/2021,2021-11-12,4.0559,USD
220/A/NBP/2021,2021-11-15,4.0497,USD
221/A/NBP/2021,2021-11-16,4.1061,USD
222/A/NBP/2021,2021-11-17,4.1204,USD
223/A/NBP/2021,2021-11-18,4.1114,USD
224/A/NBP/2021,2021-11-19,4.1457,USD
225/A/NBP/2021,2021-11-22,4.1855,USD
226/A/NBP/2021,2021-11-23,4.1893,USD
227/A/NBP/2021,2021-11-24,4.1764,USD
228/A/NBP/2021,2021-11-25,4.16,USD
229/A/NBP/2021,2021-11-26,4.1754,USD
230/A/NBP/2021,2021-11-29,4.1627,USD
231/A/NBP/2021,2021-11-30,4.1214,USD
232/A/NBP/2021,2021-12-01,4.1051,USD
233/A/NBP/2021,2021-12-02,4.0625,USD
234/A/NBP/2021,2021-12-03,4.0653,USD
235/A/NBP/2021,2021-12-06,4.0619,USD
236/A/NBP/2021,2021-12-07,4.0788,USD
237/A/NBP/2021,2021-12-08,4.071,USD
238/A/NBP/2021,2021-12-09,4.0837,USD
239/A/NBP/2021,2021-12-10,4.0887,USD
240/A/NBP/2021,2021-12-13,4.1003,USD
241/A/NBP/2021,2021-12-14,4.1088,USD
242/A/NBP/2021,2021-12-15,4.0999,USD
243/A/NBP/2021,2021-12-16,4.0938,USD
244/A/NBP/2021,2021-12-17,4.0882,USD
245/A/NBP/2021,2021-12-20,4.1182,USD
246/A/NBP/2021,2021-12-21,4.0937,USD
247/A/NBP/2021,2021-12-22,4.0984,USD
248/A/NBP/2021,2021-12-23,4.095,USD
249/A/NBP/2021,2021-12-24,4.0785,USD
250/A/NBP/2021,2021-12-27,4.0889,USD
251/A/NBP/2021,2021-12-28,4.062,USD
252/A/NBP/2021,2021-12-29,4.0779,USD
253/A/NBP/2021,2021-12-30,4.0631,USD
254/A/NBP/2021,2021-12-31,4.06,USD
001/A/NBP/2022,2022-01-03,0.1846,CZK
002/A/NBP/2022,2022-01-04,0.1845,CZK
003/A/NBP/2022,2022-01-05,0.1857,CZK
004/A/NBP/2022,2022-01-07,0.1858,CZK
005/A/NBP/2022,2022-01-10,0.1861,CZK
006/A/NBP/2022,2022-01-11,0.1868,CZK
007/A/NBP/2022,2022-01-12,0.1857,CZK
008/A/NBP/2022,2022-01-13,0.1859,CZK
009/A/NBP/2022,2022-01-14,0.1854,CZK
010/A/NBP/2022,2022-01-17,0.1848,CZK
011/A/NBP/2022,2022-01-18,0.1855,CZK
012/A/NBP/2022,2022-01-19,0.1863,CZK
013/A/NBP/2022,2022-01-20,0.1863,CZK
014/A/NBP/2022,2022-01-21,0.1862,CZK
015/A/NBP/2022,2022-01-24,0.1858,CZK
016/A/NBP/2022,2022-01-25,0.1873,CZK
017/A/NBP/2022,2022-01-26,0.1876,CZK
018/A/NBP/2022,2022-01-27,0.1864,CZK
019/A/NBP/2022,2022-01-28,0.1865,CZK
020/A/NBP/2022,2022-01-31,0.1881,CZK
021/A/NBP/2022,2022-02-01,0.1884,CZK
022/A/NBP/2022,2022-02-02,0.1874,CZK
023/A/NBP/2022,2022-02-03,0.1878,CZK
024/A/NBP/2022,2022-02-04,0.1864,CZK
025/A/NBP/2022,2022-02-07,0.1879,CZK
026/A/NBP/2022,2022-02-08,0.1871,CZK
027/A/NBP/2022,2022-02-09,0.186,CZK
028/A/NBP/2022,2022-02-10,0.1842,CZK
029/A/NBP/2022,2022-02-11,0.1852,CZK
030/A/NBP/2022,2022-02-14,0.1862,CZK
031/A/NBP/2022,2022-02-15,0.1846,CZK
032/A/NBP/2022,2022-02-16,0.1843,CZK
033/A/NBP/2022,2022-02-17,0.185,CZK
034/A/NBP/2022,2022-02-18,0.1862,CZK
035/A/NBP/2022,2022-02-21,0.186,CZK
036/A/NBP/2022,2022-02-22,0.1856,CZK
037/A/NBP/2022,2022-02-23,0.1853,CZK
038/A/NBP/2022,2022-02-24,0.1862,CZK
039/A/NBP/2022,2022-02-25,0.188,CZK
040/A/NBP/2022,2022-02-28,0.188,CZK
041/A/NBP/2022,2022-03-01,0.1873,CZK
042/A/NBP/2022,2022-03-02,0.1879,CZK
043/A/NBP/2022,2022-03-03,0.1859,CZK
044/A/NBP/2022,2022-03-04,0.1888,CZK
045/A/NBP/2022,2022-03-07,0.1921,CZK
046/A/NBP/2022,2022-03-08,0.192,CZK
047/A/NBP/2022,2022-03-09,0.191,CZK
048/A/NBP/2022,2022-03-10,0.1897,CZK
049/A/NBP/2022,2022-03-11,0.1901,CZK
050/A/NBP/2022,2022-03-14,0.1905,CZK
051/A/NBP/2022,2022-03-15,0.1907,CZK
052/A/NBP/2022,2022-03-16,0.1903,CZK
053/A/NBP/2022,2022-03-17,0.19,CZK
054/A/NBP/2022,2022-03-18,0.1901,CZK
055/A/NBP/2022,2022-03-21,0.1902,CZK
056/A/NBP/2022,2022-03-22,0.1903,CZK
057/A/NBP/2022,2022-03-23,0.1916,CZK
058/A/NBP/2022,2022-03-24,0.1928,CZK
059/A/NBP/2022,2022-03-25,0.1924,CZK
060/A/NBP/2022,2022-03-28,0.1909,CZK
061/A/NBP/2022,2022-03-29,0.1918,CZK
062/A/NBP/2022,2022-03-30,0.1902,CZK
063/A/NBP/2022,2022-03-31,0.1903,CZK
064/A/NBP/2022,2022-04-01,0.1906,CZK
065/A/NBP/2022,2022-04-04,0.1905,CZK
066/A/NBP/2022,2022-04-05,0.1903,CZK
067/A/NBP/2022,2022-04-06,0.1902,CZK
068/A/NBP/2022,2022-04-07,0.1895,CZK
069/A/NBP/2022,2022-04-08,0.1894,CZK
070/A/NBP/2022,2022-04-11,0.1901,CZK
071/A/NBP/2022,2022-04-12,0.1907,CZK
072/A/NBP/2022,2022-04-13,0.1901,CZK
073/A/NBP/2022,2022-04-14,0.1901,CZK
074/A/NBP/2022,2022-04-15,0.1897,CZK
075/A/NBP/2022,2022-04-19,0.1897,CZK
076/A/NBP/2022,2022-04-20,0.1894,CZK
077/A/NBP/2022,2022-04-21,0.1906,CZK
078/A/NBP/2022,2022-04-22,0.1904,CZK
079/A/NBP/2022,2022-04-25,0.1902,CZK
080/A/NBP/2022,2022-04-26,0.1901,CZK
081/A/NBP/2022,2022-04-27,0.192,CZK
082/A/NBP/2022,2022-04-28,0.1915,CZK
083/A/NBP/2022,2022-04-29,0.1898,CZK
